rowid,studyid,site,year,phenodiff,phenodiffunits,phenodiffmethod,phenodiffvar,phenofreq,genus,species,phenophase1,phenomethod1,genus2,species2,phenophase2,phenomethod2,fitnesscomp,fitnessunit,fitnessmethod,gender,fitnessvalue,fitnessvaluevar,fitnesstype,notes,,,,,,,,,,,,
880,HMK003,NA,NA,47.6497,days,study,NA,week,Calanus,helgolandicus,index based on 4 indices,,Phytoplankton,spp.,index based on 4 indices,,mean monthly egg production rates (march-august),eggs per female per day,,NA,21.3439,NA,reproductive,mismatch: consumer-resource; negative mismatch= grazers increase before their food (negative because it reduces their ability to feed optimally); fitness data only available for one interaction,,,,,,,,,,,,
881,HMK003,NA,NA,60.5247,days,study,NA,week,Calanus,helgolandicus,index based on 4 indices,,Phytoplankton,spp.,index based on 4 indices,,mean monthly egg production rates (march-august),eggs per female per day,,NA,25.3504,NA,reproductive,mismatch: consumer-resource; negative mismatch= grazers increase before their food (negative because it reduces their ability to feed optimally); fitness data only available for one interaction,,,,,,,,,,,,
882,HMK003,NA,NA,18.4921,days,study,NA,week,Calanus,helgolandicus,index based on 4 indices,,Phytoplankton,spp.,index based on 4 indices,,mean monthly egg production rates (march-august),eggs per female per day,,NA,25.7278,NA,reproductive,mismatch: consumer-resource; negative mismatch= grazers increase before their food (negative because it reduces their ability to feed optimally); fitness data only available for one interaction,,,,,,,,,,,,
883,HMK003,NA,NA,6.42928,days,study,NA,week,Calanus,helgolandicus,index based on 4 indices,,Phytoplankton,spp.,index based on 4 indices,,mean monthly egg production rates (march-august),eggs per female per day,,NA,23.2401,NA,reproductive,mismatch: consumer-resource; negative mismatch= grazers increase before their food (negative because it reduces their ability to feed optimally); fitness data only available for one interaction,,,,,,,,,,,,
884,HMK003,NA,NA,7.23069,days,study,NA,week,Calanus,helgolandicus,index based on 4 indices,,Phytoplankton,spp.,index based on 4 indices,,mean monthly egg production rates (march-august),eggs per female per day,,NA,22.9361,NA,reproductive,mismatch: consumer-resource; negative mismatch= grazers increase before their food (negative because it reduces their ability to feed optimally); fitness data only available for one interaction,,,,,,,,,,,,
885,HMK003,NA,NA,9.90663,days,study,NA,week,Calanus,helgolandicus,index based on 4 indices,,Phytoplankton,spp.,index based on 4 indices,,mean monthly egg production rates (march-august),eggs per female per day,,NA,22.6922,NA,reproductive,mismatch: consumer-resource; negative mismatch= grazers increase before their food (negative because it reduces their ability to feed optimally); fitness data only available for one interaction,,,,,,,,,,,,
886,HMK003,NA,NA,-7.73284,days,study,NA,week,Calanus,helgolandicus,index based on 4 indices,,Phytoplankton,spp.,index based on 4 indices,,mean monthly egg production rates (march-august),eggs per female per day,,NA,27.984,NA,reproductive,mismatch: consumer-resource; negative mismatch= grazers increase before their food (negative because it reduces their ability to feed optimally); fitness data only available for one interaction,,,,,,,,,,,,
887,HMK003,NA,NA,-5.58413,days,study,NA,week,Calanus,helgolandicus,index based on 4 indices,,Phytoplankton,spp.,index based on 4 indices,,mean monthly egg production rates (march-august),eggs per female per day,,NA,29.1379,NA,reproductive,mismatch: consumer-resource; negative mismatch= grazers increase before their food (negative because it reduces their ability to feed optimally); fitness data only available for one interaction,,,,,,,,,,,,
888,HMK003,NA,NA,-0.752675,days,study,NA,week,Calanus,helgolandicus,index based on 4 indices,,Phytoplankton,spp.,index based on 4 indices,,mean monthly egg production rates (march-august),eggs per female per day,,NA,31.2024,NA,reproductive,mismatch: consumer-resource; negative mismatch= grazers increase before their food (negative because it reduces their ability to feed optimally); fitness data only available for one interaction,,,,,,,,,,,,
889,HMK003,NA,NA,20.9322,days,study,NA,week,Calanus,helgolandicus,index based on 4 indices,,Phytoplankton,spp.,index based on 4 indices,,mean monthly egg production rates (march-august),eggs per female per day,,NA,30.892,NA,reproductive,mismatch: consumer-resource; negative mismatch= grazers increase before their food (negative because it reduces their ability to feed optimally); fitness data only available for one interaction,,,,,,,,,,,,
890,HMK006,NA,NA,-11.0256,days,study,NA,NA,Perca1,fluviatilis,hatching,,Abramis,brama,hatching,,length for 90 days after hatching,mm,,NA,40.5273,NA,growth,"mismatch: positive values=perch hatched earlier than bream; mismatch here means prey competes with predator, match means prey is prey (so positive values mean that predation can happen over compeition)",,,,,,,,,,,,
891,HMK006,NA,NA,-4.97939,days,study,NA,NA,Perca1,fluviatilis,hatching,,Abramis,brama,hatching,,length for 90 days after hatching,mm,,NA,41.6872,NA,growth,"mismatch: positive values=perch hatched earlier than bream; mismatch here means prey competes with predator, match means prey is prey (so positive values mean that predation can happen over compeition)",,,,,,,,,,,,
892,HMK006,NA,NA,3.99201,days,study,NA,NA,Perca1,fluviatilis,hatching,,Abramis,brama,hatching,,length for 90 days after hatching,mm,,NA,37.3526,NA,growth,"mismatch: positive values=perch hatched earlier than bream; mismatch here means prey competes with predator, match means prey is prey (so positive values mean that predation can happen over compeition)",,,,,,,,,,,,
893,HMK006,NA,NA,14.0285,days,study,NA,NA,Perca1,fluviatilis,hatching,,Abramis,brama,hatching,,length for 90 days after hatching,mm,,NA,26.4018,NA,growth,"mismatch: positive values=perch hatched earlier than bream; mismatch here means prey competes with predator, match means prey is prey (so positive values mean that predation can happen over compeition)",,,,,,,,,,,,
894,HMK006,NA,NA,14.9575,days,study,NA,NA,Perca1,fluviatilis,hatching,,Abramis,brama,hatching,,length for 90 days after hatching,mm,,NA,30.4595,NA,growth,"mismatch: positive values=perch hatched earlier than bream; mismatch here means prey competes with predator, match means prey is prey (so positive values mean that predation can happen over compeition)",,,,,,,,,,,,
895,HMK006,NA,NA,18.0152,days,study,NA,NA,Perca1,fluviatilis,hatching,,Abramis,brama,hatching,,length for 90 days after hatching,mm,,NA,26.4385,NA,growth,"mismatch: positive values=perch hatched earlier than bream; mismatch here means prey competes with predator, match means prey is prey (so positive values mean that predation can happen over compeition)",,,,,,,,,,,,
896,HMK006,NA,NA,20.0756,days,study,NA,NA,Perca1,fluviatilis,hatching,,Abramis,brama,hatching,,length for 90 days after hatching,mm,,NA,24.617,NA,growth,"mismatch: positive values=perch hatched earlier than bream; mismatch here means prey competes with predator, match means prey is prey (so positive values mean that predation can happen over compeition)",,,,,,,,,,,,
1,HMK011,NA,1996,49.7119,days,study,,,Poecile,montanus,median hatching date,,Epirrita,autumnata,peak date,,number of chicks hatched,number,,NA,88,,survival2,mismatch= hatching- caterpillar peak date; positive values- consumer emerges after resource,,,,,,,,,,,,
2,HMK011,NA,1997,53.0033,days,study,,,Poecile,montanus,,,Epirrita,autumnata,,,number of chicks hatched,number,,NA,84,,survival2,mismatch= hatching- caterpillar peak date; positive values- consumer emerges after resource,,,,,,,,,,,,
3,HMK011,NA,1998,43.4561,days,study,,,Poecile,montanus,,,Epirrita,autumnata,,,number of chicks hatched,number,,NA,108,,survival2,mismatch= hatching- caterpillar peak date; positive values- consumer emerges after resource,,,,,,,,,,,,
4,HMK011,NA,1999,39.5068,days,study,,,Poecile,montanus,,,Epirrita,autumnata,,,number of chicks hatched,number,,NA,135,,survival2,mismatch= hatching- caterpillar peak date; positive values- consumer emerges after resource,,,,,,,,,,,,
5,HMK011,NA,2000,34.2394,days,study,,,Poecile,montanus,,,Epirrita,autumnata,,,number of chicks hatched,number,,NA,131,,survival2,mismatch= hatching- caterpillar peak date; positive values- consumer emerges after resource,,,,,,,,,,,,
6,HMK011,NA,2001,49.0507,days,study,,,Poecile,montanus,,,Epirrita,autumnata,,,number of chicks hatched,number,,NA,88,,survival2,mismatch= hatching- caterpillar peak date; positive values- consumer emerges after resource,,,,,,,,,,,,
7,HMK011,NA,2002,37.5274,days,study,,,Poecile,montanus,,,Epirrita,autumnata,,,number of chicks hatched,number,,NA,61,,survival2,mismatch= hatching- caterpillar peak date; positive values- consumer emerges after resource,,,,,,,,,,,,
8,HMK011,NA,2003,34.5644,days,study,,,Poecile,montanus,,,Epirrita,autumnata,,,number of chicks hatched,number,,NA,81,,survival2,mismatch= hatching- caterpillar peak date; positive values- consumer emerges after resource,,,,,,,,,,,,
9,HMK011,NA,2004,32.594,days,study,,,Poecile,montanus,,,Epirrita,autumnata,,,number of chicks hatched,number,,NA,102,,survival2,mismatch= hatching- caterpillar peak date; positive values- consumer emerges after resource,,,,,,,,,,,,
10,HMK011,NA,2005,45.4308,days,study,,,Poecile,montanus,,,Epirrita,autumnata,,,number of chicks hatched,number,,NA,103,,survival2,mismatch= hatching- caterpillar peak date; positive values- consumer emerges after resource,,,,,,,,,,,,
11,HMK011,NA,2006,38.5171,days,study,,,Poecile,montanus,,,Epirrita,autumnata,,,number of chicks hatched,number,,NA,92,,survival2,mismatch= hatching- caterpillar peak date; positive values- consumer emerges after resource,,,,,,,,,,,,
12,HMK011,NA,2007,35.8826,days,study,,,Poecile,montanus,,,Epirrita,autumnata,,,number of chicks hatched,number,,NA,95,,survival2,mismatch= hatching- caterpillar peak date; positive values- consumer emerges after resource,,,,,,,,,,,,
13,HMK011,NA,2008,41.8079,days,study,,,Poecile,montanus,,,Epirrita,autumnata,,,number of chicks hatched,number,,NA,88,,survival2,mismatch= hatching- caterpillar peak date; positive values- consumer emerges after resource,,,,,,,,,,,,
14,HMK011,NA,2009,37.2016,days,study,,,Poecile,montanus,,,Epirrita,autumnata,,,number of chicks hatched,number,,NA,65,,survival2,mismatch= hatching- caterpillar peak date; positive values- consumer emerges after resource,,,,,,,,,,,,
15,HMK011,NA,1996,49.7119,days,study,,,Poecile,montanus,,,Epirrita,autumnata,,,average chick weight,g,,NA,84,,growth,mismatch= hatching- caterpillar peak date; positive values- consumer emerges after resource,,,,,,,,,,,,
16,HMK011,NA,1997,53.0033,days,study,,,Poecile,montanus,,,Epirrita,autumnata,,,average chick weight,g,,NA,80,,growth,mismatch= hatching- caterpillar peak date; positive values- consumer emerges after resource,,,,,,,,,,,,
17,HMK011,NA,1998,43.4561,days,study,,,Poecile,montanus,,,Epirrita,autumnata,,,average chick weight,g,,NA,99,,growth,mismatch= hatching- caterpillar peak date; positive values- consumer emerges after resource,,,,,,,,,,,,
18,HMK011,NA,1999,39.5068,days,study,,,Poecile,montanus,,,Epirrita,autumnata,,,average chick weight,g,,NA,125,,growth,mismatch= hatching- caterpillar peak date; positive values- consumer emerges after resource,,,,,,,,,,,,
19,HMK011,NA,2000,34.2394,days,study,,,Poecile,montanus,,,Epirrita,autumnata,,,average chick weight,g,,NA,128,,growth,mismatch= hatching- caterpillar peak date; positive values- consumer emerges after resource,,,,,,,,,,,,
20,HMK011,NA,2001,49.0507,days,study,,,Poecile,montanus,,,Epirrita,autumnata,,,average chick weight,g,,NA,83,,growth,mismatch= hatching- caterpillar peak date; positive values- consumer emerges after resource,,,,,,,,,,,,
21,HMK011,NA,2002,37.5274,days,study,,,Poecile,montanus,,,Epirrita,autumnata,,,average chick weight,g,,NA,57,,growth,mismatch= hatching- caterpillar peak date; positive values- consumer emerges after resource,,,,,,,,,,,,
22,HMK011,NA,2003,34.5644,days,study,,,Poecile,montanus,,,Epirrita,autumnata,,,average chick weight,g,,NA,73,,growth,mismatch= hatching- caterpillar peak date; positive values- consumer emerges after resource,,,,,,,,,,,,
23,HMK011,NA,2004,32.594,days,study,,,Poecile,montanus,,,Epirrita,autumnata,,,average chick weight,g,,NA,88,,growth,mismatch= hatching- caterpillar peak date; positive values- consumer emerges after resource,,,,,,,,,,,,
24,HMK011,NA,2005,45.4308,days,study,,,Poecile,montanus,,,Epirrita,autumnata,,,average chick weight,g,,NA,96,,growth,mismatch= hatching- caterpillar peak date; positive values- consumer emerges after resource,,,,,,,,,,,,
25,HMK011,NA,2006,38.5171,days,study,,,Poecile,montanus,,,Epirrita,autumnata,,,average chick weight,g,,NA,87,,growth,mismatch= hatching- caterpillar peak date; positive values- consumer emerges after resource,,,,,,,,,,,,
26,HMK011,NA,2007,35.8826,days,study,,,Poecile,montanus,,,Epirrita,autumnata,,,average chick weight,g,,NA,85,,growth,mismatch= hatching- caterpillar peak date; positive values- consumer emerges after resource,,,,,,,,,,,,
27,HMK011,NA,2008,41.8079,days,study,,,Poecile,montanus,,,Epirrita,autumnata,,,average chick weight,g,,NA,80,,growth,mismatch= hatching- caterpillar peak date; positive values- consumer emerges after resource,,,,,,,,,,,,
28,HMK011,NA,2009,37.2016,days,study,,,Poecile,montanus,,,Epirrita,autumnata,,,average chick weight,g,,NA,62,,growth,mismatch= hatching- caterpillar peak date; positive values- consumer emerges after resource,,,,,,,,,,,,
29,HMK011,NA,1996,49.7119,days,study,,,Poecile,montanus,,,Epirrita,autumnata,,,fledged chicks,number,,NA,88,,survival1,mismatch= hatching- caterpillar peak date; positive values- consumer emerges after resource,,,,,,,,,,,,
30,HMK011,NA,1997,53.0033,days,study,,,Poecile,montanus,,,Epirrita,autumnata,,,fledged chicks,number,,NA,85,,survival1,mismatch= hatching- caterpillar peak date; positive values- consumer emerges after resource,,,,,,,,,,,,
31,HMK011,NA,1998,43.4561,days,study,,,Poecile,montanus,,,Epirrita,autumnata,,,fledged chicks,number,,NA,109,,survival1,mismatch= hatching- caterpillar peak date; positive values- consumer emerges after resource,,,,,,,,,,,,
32,HMK011,NA,1999,39.5068,days,study,,,Poecile,montanus,,,Epirrita,autumnata,,,fledged chicks,number,,NA,136,,survival1,mismatch= hatching- caterpillar peak date; positive values- consumer emerges after resource,,,,,,,,,,,,
33,HMK011,NA,2000,34.2394,days,study,,,Poecile,montanus,,,Epirrita,autumnata,,,fledged chicks,number,,NA,132,,survival1,mismatch= hatching- caterpillar peak date; positive values- consumer emerges after resource,,,,,,,,,,,,
34,HMK011,NA,2001,49.0507,days,study,,,Poecile,montanus,,,Epirrita,autumnata,,,fledged chicks,number,,NA,88,,survival1,mismatch= hatching- caterpillar peak date; positive values- consumer emerges after resource,,,,,,,,,,,,
35,HMK011,NA,2002,37.5274,days,study,,,Poecile,montanus,,,Epirrita,autumnata,,,fledged chicks,number,,NA,61,,survival1,mismatch= hatching- caterpillar peak date; positive values- consumer emerges after resource,,,,,,,,,,,,
36,HMK011,NA,2003,34.5644,days,study,,,Poecile,montanus,,,Epirrita,autumnata,,,fledged chicks,number,,NA,81,,survival1,mismatch= hatching- caterpillar peak date; positive values- consumer emerges after resource,,,,,,,,,,,,
37,HMK011,NA,2004,32.594,days,study,,,Poecile,montanus,,,Epirrita,autumnata,,,fledged chicks,number,,NA,102,,survival1,mismatch= hatching- caterpillar peak date; positive values- consumer emerges after resource,,,,,,,,,,,,
38,HMK011,NA,2005,45.4308,days,study,,,Poecile,montanus,,,Epirrita,autumnata,,,fledged chicks,number,,NA,103,,survival1,mismatch= hatching- caterpillar peak date; positive values- consumer emerges after resource,,,,,,,,,,,,
39,HMK011,NA,2006,38.5171,days,study,,,Poecile,montanus,,,Epirrita,autumnata,,,fledged chicks,number,,NA,91,,survival1,mismatch= hatching- caterpillar peak date; positive values- consumer emerges after resource,,,,,,,,,,,,
40,HMK011,NA,2007,35.8826,days,study,,,Poecile,montanus,,,Epirrita,autumnata,,,fledged chicks,number,,NA,94,,survival1,mismatch= hatching- caterpillar peak date; positive values- consumer emerges after resource,,,,,,,,,,,,
41,HMK011,NA,2008,41.8079,days,study,,,Poecile,montanus,,,Epirrita,autumnata,,,fledged chicks,number,,NA,85,,survival1,mismatch= hatching- caterpillar peak date; positive values- consumer emerges after resource,,,,,,,,,,,,
42,HMK011,NA,2009,37.2016,days,study,,,Poecile,montanus,,,Epirrita,autumnata,,,fledged chicks,number,,NA,64,,survival1,mismatch= hatching- caterpillar peak date; positive values- consumer emerges after resource,,,,,,,,,,,,
897,HMK012,pelican,2004,0,days,study,NA,every 10 days,Perca,flavascens,peak abundance,,Copepod,spp.,peak abundance,,mean peak larval abundance,n per 100m3,,NA,23,NA,demographic,"match=same day of emergence, larger values= further days apart; mismatch=degree of overlap between predator and prey (predator always emerges before prey)",,,,,,,,,,,,
898,HMK012,pelican,2005,0,days,study,NA,every 10 days,Perca,flavascens,peak abundance,,Copepod,spp.,peak abundance,,mean peak larval abundance,n per 100m3,,NA,6,NA,demographic,"match=same day of emergence, larger values= further days apart; mismatch=degree of overlap between predator and prey (predator always emerges before prey)",,,,,,,,,,,,
899,HMK012,pelican,2006,21,days,study,NA,every 10 days,Perca,flavascens,peak abundance,,Copepod,spp.,peak abundance,,mean peak larval abundance,n per 100m3,,NA,46,NA,demographic,"match=same day of emergence, larger values= further days apart; mismatch=degree of overlap between predator and prey (predator always emerges before prey)",,,,,,,,,,,,
900,HMK012,pelican,2007,0,days,study,NA,every 10 days,Perca,flavascens,peak abundance,,Copepod,spp.,peak abundance,,mean peak larval abundance,n per 100m3,,NA,89,NA,demographic,"match=same day of emergence, larger values= further days apart; mismatch=degree of overlap between predator and prey (predator always emerges before prey)",,,,,,,,,,,,
901,HMK012,pelican,2008,10,days,study,NA,every 10 days,Perca,flavascens,peak abundance,,Copepod,spp.,peak abundance,,mean peak larval abundance,n per 100m3,,NA,238,NA,demographic,"match=same day of emergence, larger values= further days apart; mismatch=degree of overlap between predator and prey (predator always emerges before prey)",,,,,,,,,,,,
902,HMK012,pelican,2004,20,days,study,NA,every 10 days,Lepomis,macrochirus,peak abundance,,Copepodites,bosmina,peak abundance,,first peak larval abundance,n per 100m3,,NA,66,NA,demographic,"match=same day of emergence, larger values= further days apart; mismatch=degree of overlap between predator and prey (predator always emerges before prey)",,,,,,,,,,,,
903,HMK012,pelican,2005,21,days,study,NA,every 10 days,Lepomis,macrochirus,peak abundance,,Copepodites,bosmina,peak abundance,,first peak larval abundance,n per 100m3,,NA,169,NA,demographic,"match=same day of emergence, larger values= further days apart; mismatch=degree of overlap between predator and prey (predator always emerges before prey)",,,,,,,,,,,,
904,HMK012,pelican,2006,10,days,study,NA,every 10 days,Lepomis,macrochirus,peak abundance,,Copepodites,bosmina,peak abundance,,first peak larval abundance,n per 100m3,,NA,315,NA,demographic,"match=same day of emergence, larger values= further days apart; mismatch=degree of overlap between predator and prey (predator always emerges before prey)",,,,,,,,,,,,
905,HMK012,pelican,2007,11,days,study,NA,every 10 days,Lepomis,macrochirus,peak abundance,,Copepodites,bosmina,peak abundance,,first peak larval abundance,n per 100m3,,NA,377,NA,demographic,"match=same day of emergence, larger values= further days apart; mismatch=degree of overlap between predator and prey (predator always emerges before prey)",,,,,,,,,,,,
906,HMK012,pelican,2008,11,days,study,NA,every 10 days,Lepomis,macrochirus,peak abundance,,Copepodites,bosmina,peak abundance,,first peak larval abundance,n per 100m3,,NA,1269,NA,demographic,"match=same day of emergence, larger values= further days apart; mismatch=degree of overlap between predator and prey (predator always emerges before prey)",,,,,,,,,,,,
907,HMK013,NA,2009,6.9807,days,us,NA,week,Muggiaea,atlantica,peak abundance of polygastric stage,,Calanoid,copepodid,peak abundance,,mean abundance,colonies m-3,,NA,39,SD available,demographic,"to get phenology data, I took peak abundance from figure 1 for spp1 and figure 9 for spp2, then took dates of spp1-spp2 to get phenodiff (i.e. consumer-resource)",25.814,<= date for spp1,18.8333,<= date for spp2,,,,2009,95th percentile abudnance,229,,
908,HMK013,NA,2010,3.6865,days,us,NA,week,Muggiaea,atlantica,peak abundance of polygastric stage,,Calanoid,copepodid,peak abundance,,mean abundance,colonies m-3,,NA,25,SD available,demographic,"to get phenology data, I took peak abundance from figure 1 for spp1 and figure 9 for spp2, then took dates of spp1-spp2 to get phenodiff (i.e. consumer-resource)",29.6729,<= date for spp1,25.9864,<= date for spp2,,,,2010,95th percentile abudnance,123,,
909,HMK013,NA,2011,-15.3347,days,us,NA,week,Muggiaea,atlantica,peak abundance of polygastric stage,,Calanoid,copepodid,peak abundance,,mean abundance,colonies m-3,,NA,8,SD available,demographic,"to get phenology data, I took peak abundance from figure 1 for spp1 and figure 9 for spp2, then took dates of spp1-spp2 to get phenodiff (i.e. consumer-resource)",26.7606,<= date for spp1,42.0953,<= date for spp2,,,,2011,95th percentile abudnance,35,,
910,HMK013,NA,2012,7.94,days,us,NA,week,Muggiaea,atlantica,peak abundance of polygastric stage,,Calanoid,copepodid,peak abundance,,mean abundance,colonies m-3,,NA,14,SD available,demographic,"to get phenology data, I took peak abundance from figure 1 for spp1 and figure 9 for spp2, then took dates of spp1-spp2 to get phenodiff (i.e. consumer-resource)",43.2243,<= date for spp1,35.2843,<= date for spp2,,,,2012,95th percentile abudnance,69,,
911,HMK013,NA,2013,24.5812,days,us,NA,week,Muggiaea,atlantica,peak abundance of polygastric stage,,Calanoid,copepodid,peak abundance,,mean abundance,colonies m-3,,NA,32,SD available,demographic,"to get phenology data, I took peak abundance from figure 1 for spp1 and figure 9 for spp2, then took dates of spp1-spp2 to get phenodiff (i.e. consumer-resource)",38.8372,<= date for spp1,14.256,<= date for spp2,,,,2013,95th percentile abudnance,222,,
448,HMK016,NA,1984,NA,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,growth; proportion of chicks fledged,per chicks hatched,,NA,26.9,,survival,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
449,HMK016,NA,1985,NA,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,growth; proportion of chicks fledged,per chicks hatched,,NA,56.3,,survival,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
450,HMK016,NA,1987,NA,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,growth; proportion of chicks fledged,per chicks hatched,,NA,54.5,,survival,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
451,HMK016,NA,1992,NA,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,growth; proportion of chicks fledged,per chicks hatched,,NA,80,,survival,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
452,HMK016,NA,1993,22.001,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,growth; proportion of chicks fledged,per chicks hatched,,NA,89.5,,survival,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
453,HMK016,NA,1994,NA,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,growth; proportion of chicks fledged,per chicks hatched,,NA,87.5,,survival,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
454,HMK016,NA,1995,31.973,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,growth; proportion of chicks fledged,per chicks hatched,,NA,83.7,,survival,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
455,HMK016,NA,1996,33.318,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,growth; proportion of chicks fledged,per chicks hatched,,NA,77.4,,survival,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
456,HMK016,NA,1997,61.605,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,growth; proportion of chicks fledged,per chicks hatched,,NA,66.7,,survival,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
457,HMK016,NA,1998,-9.334,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,growth; proportion of chicks fledged,per chicks hatched,,NA,93.3,,survival,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
458,HMK016,NA,1999,2.447,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,growth; proportion of chicks fledged,per chicks hatched,,NA,83.3,,survival,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
459,HMK016,NA,2000,12.706,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,growth; proportion of chicks fledged,per chicks hatched,,NA,42.3,,survival,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
460,HMK016,NA,2001,-10.691,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,growth; proportion of chicks fledged,per chicks hatched,,NA,93.1,,survival,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
461,HMK016,NA,2002,-26.433,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,growth; proportion of chicks fledged,per chicks hatched,,NA,91.7,,survival,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
462,HMK016,NA,2003,NA,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,growth; proportion of chicks fledged,per chicks hatched,,NA,71,,survival,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
463,HMK016,NA,2004,NA,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,growth; proportion of chicks fledged,per chicks hatched,,NA,41,,survival,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
464,HMK016,NA,2005,20.029,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,growth; proportion of chicks fledged,per chicks hatched,,NA,67,,survival,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
465,HMK016,NA,2006,22.04,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,growth; proportion of chicks fledged,per chicks hatched,,NA,63,,survival,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
466,HMK016,NA,2007,NA,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,growth; proportion of chicks fledged,per chicks hatched,,NA,67,,survival,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
467,HMK016,NA,2008,NA,days,study,,daily,Cerorhinca,monocerata,hatch date,,Engraulis,japonicus,switch date,,growth; proportion of chicks fledged,per chicks hatched,,NA,69,,survival,"mismatch: prey switching- hatch date; positive values= prey switching to anchovy happens after hatch, greater mismatch- less anchovy in diet, heavier/fatter when diet is mostly anchovy",,,,,,,,,,,,
